GroupFile,GroupType,SymbolName,Value,ApplicableUIFunctions,Notes,,,,,,,,,,,,,,,,,,,,,
constants.uc,constant,LOOP_ONCE,-1,,Single constant; no direct mapping to UI intrinsics, but may be used in general usecode loops (not intrinsic-specific).,,,,,,,,,,,,,,,,,,,,
constants.uc,events,PROXIMITY,0,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with  NORTH from directions, MIDNIGHT from day_periods, INVISIBLE from item_flags, IN_COMBAT from schedules, STAND from npc_frames, NORTH_FRAMESET from frame_offsets, BG_BACKPACK from inv_slots_bg, SI_SHIELD_HAND from inv_slots_si, SI_OFF_HAND from inv_slots_si, STRENGTH from npc_properties, NEAREST from npc_attack_modes, CACHED_IN from egg_states, NEUTRAL from alignments, CLEAR_WEATHER from weather_types, NORMAL_DAMAGE from damage_types, FACE_AVATAR from face_names, FRAME_COLUMNA_YOUNG from face_frames, FRAME_GHOST_BALD from face_frames, FRAME_BATLIN_WITH_MEDALLION from face_frames, SPRITE_0 from sprites,,
constants.uc,events,PATH_SUCCESS_9,9,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with STARTED_TALKING from events, , PROTECTION from item_flags, HOUND from schedules, SWING_2H_3 from npc_frames, BG_HEAD from inv_slots_bg, SI_EARS from inv_slots_si, FOODLEVEL from npc_properties, MANUAL from npc_attack_modes, ANIMATION_POOF from sprite_effects, SPRITE_FAIL_GRAY from sprites,,,,,,,,,,,
constants.uc,events,PATH_SUCCESS,10,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with  ON_MOVING_BARGE from item_flags, STANDTHERE from schedules, SIT from npc_frames, BG_LEGS from inv_slots_bg, SI_QUIVER from inv_slots_si, SEX_FLAG from npc_properties,,,,,,,,,,,,,,,,
constants.uc,events,PATH_FAILURE,11,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with  OKAY_TO_TAKE from item_flags, LOITER from schedules, LEAN from npc_frames, BG_FEET from inv_slots_bg, SI_BELT from inv_slots_si, MISSILE_WEAPON from npc_properties, ANIMATION_RED_DUST from sprite_effects, SPRITE_RED_SPLASH from sprites,,,,,,,,,,,,,,
constants.uc,events,SI_PATH_SUCCESS,13,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with  IMMUNITIES from item_flags, BLACKSMITH from schedules, LIE from npc_frames, BG_CLOAK from inv_slots_bg, SI_FEET from inv_slots_si, FACE_BUCIA from face_names, ANIMATION_GREEN_BUBBLES from sprite_effects, SPRITE_GREEN_CIRCLES from sprites,,,,,,,,,,,,,,
constants.uc,events,SI_PATH_FAILURE,14,UI_path_run_usecode;UI_si_path_run_usecode;UI_set_path_failure,Overlaps with  CANT_DIE from item_flags, SLEEP from schedules, CAST_1 from npc_frames, BG_GLOVES from inv_slots_bg, SI_LEGS from inv_slots_si, FACE_COLUMNA from face_names,,,,,,,,,,,,,,,,
constants.uc,directions,NORTH,0,UI_fire_projectile,Overlaps with PROXIMITY from events, , MIDNIGHT from day_periods, INVISIBLE from item_flags, IN_COMBAT from schedules, STAND from npc_frames, NORTH_FRAMESET from frame_offsets, BG_BACKPACK from inv_slots_bg, SI_SHIELD_HAND from inv_slots_si, SI_OFF_HAND from inv_slots_si, STRENGTH from npc_properties, NEAREST from npc_attack_modes, CACHED_IN from egg_states, NEUTRAL from alignments, CLEAR_WEATHER from weather_types, NORMAL_DAMAGE from damage_types, FACE_AVATAR from face_names, FRAME_COLUMNA_YOUNG from face_frames, FRAME_GHOST_BALD from face_frames, FRAME_BATLIN_WITH_MEDALLION from face_frames, SPRITE_0 from sprites,
constants.uc,directions,NORTHEAST,1,UI_fire_projectile,Overlaps with DOUBLECLICK from events, , EARLY from day_periods, ASLEEP from item_flags, PACE_HORIZONTAL from schedules, WALK_1 from npc_frames, BG_WEAPON_HAND from inv_slots_bg, SI_WEAPON_HAND from inv_slots_si, DEXTERITY from npc_properties, WEAKEST from npc_attack_modes, CURSOR_X from cursors, PARTY_NEAR from egg_states, GOOD from alignments, SNOWING from weather_types, FIRE_DAMAGE from damage_types, FACE_DUPRE from face_names, FRAME_COLUMNA_OLD from face_frames, FRAME_GHOST_HAIR from face_frames, FRAME_BATLIN_WITHOUT_MEDALLION from face_frames, ANIMATION_BIG_BLAST from sprite_effects, SPRITE_BIG_EXPLOSION from sprites,
constants.uc,directions,EAST,2,UI_fire_projectile,Overlaps with SCRIPTED from events, , DAWN from day_periods, CHARMED from item_flags, PACE_VERTICAL from schedules, WALK_2 from npc_frames, BG_SHIELD_HAND from inv_slots_bg, BG_OFF_HAND from inv_slots_bg, SI_CLOAK from inv_slots_si, INTELLIGENCE from npc_properties, STRONGEST from npc_attack_modes, CURSOR_OUT_OF_RANGE from cursors, AVATAR_NEAR from egg_states, EVIL from alignments, RAIN from weather_types, MAGIC_DAMAGE from damage_types, FACE_SHAMINO from face_names, FRAME_FRIGIDAZZI_NAKED from face_frames, FRAME_GHOST_SMIRK from face_frames, ANIMATION_BIG_CLOUDS from sprite_effects, FRAME_IOLOS_LUTE from lute_frames, SPRITE_OVERHEAD_CLOUDS from sprites
constants.uc,directions,SOUTHEAST,3,UI_fire_projectile,Overlaps with EGG from events, , MORNING from day_periods, CURSED from item_flags, TALK from schedules, USE from npc_frames, BG_BELT from inv_slots_bg, SI_AMULET from inv_slots_si, HEALTH from npc_properties, BERSERK from npc_attack_modes, CURSOR_OUT_OF_AMMO from cursors, AVATAR_FAR from egg_states, CHAOTIC from alignments, SPARKLE from weather_types, LIGHTNING_DAMAGE from damage_types, POISON_DAMAGE from damage_types, STARVATION_DAMAGE from damage_types, FREEZING_DAMAGE from damage_types, FACE_IOLO from face_names, ANIMATION_CLOUDS from sprite_effects, SPRITE_TRAP_CLOUDS3 from sprites,
constants.uc,directions,SOUTH,4,UI_fire_projectile,Overlaps with WEAPON from events, , NOON from day_periods, DEAD from item_flags, DANCE from schedules, SWING_1 from npc_frames, BG_NECK from inv_slots_bg, SI_HEAD from inv_slots_si, COMBAT from npc_properties, PROTECT from npc_attack_modes, CURSOR_TOO_HEAVY from cursors, AVATAR_FOOTPAD from egg_states, FOG from weather_types, ETHEREAL_DAMAGE from damage_types, FACE_ANDRIO from face_names, ANIMATION_MEDIUM_BLAST from sprite_effects, FRAME_BATLINS_MEDALLION from amulet_frames, SPRITE_MEDIUM_EXPLOSION from sprites,,,,
constants.uc,directions,SOUTHWEST,5,UI_fire_projectile,Overlaps with READIED from events, , AFTERNOON from day_periods, EAT from schedules, SWING_2 from npc_frames, BG_TORSO from inv_slots_bg, SI_GLOVES from inv_slots_si, MANA from npc_properties, DEFEND from npc_attack_modes, CURSOR_WONT_FIT from cursors, PARTY_FOOTPAD from egg_states, OVERCAST from weather_types, SONIC_DAMAGE from damage_types, ANIMATION_SMALL_BLAST from sprite_effects, FRAME_DIAMOND_NECKLACE from amulet_frames, SPRITE_SMALL_EXPLOSION from sprites,,,,,,
constants.uc,directions,WEST,6,UI_fire_projectile,Overlaps with UNREADIED from events, , EVENING from day_periods, IN_PARTY from item_flags, FARM from schedules, SWING_3 from npc_frames, BG_LEFT_RING from inv_slots_bg, SI_USECODE from inv_slots_si, MAX_MANA from npc_properties, FLANK from npc_attack_modes, SOMETHING_ON from egg_states, CLOUDY from weather_types, ANIMATION_CLOUDS2 from sprite_effects, SPRITE_TRAP_CLOUDS6 from sprites,,,,,,,,
constants.uc,directions,NORTHWEST,7,UI_fire_projectile,Overlaps with DEATH from events, BG_PATH_SUCCESS from events, , NIGHT from day_periods, PARALYZED from item_flags, PARALYSED from item_flags, TEND_SHOP from schedules, SWING_2H_1 from npc_frames, BG_RIGHT_RING from inv_slots_bg, SI_RIGHT_RING from inv_slots_si, TRAINING from npc_properties, FLEE from npc_attack_modes, EXTERNAL_CRITERIA from egg_states, ANIMATION_TELEPORT from sprite_effects, SPRITE_TELEPORT_HERE from sprites,,,,,,,
constants.uc,day_periods,MIDNIGHT,0,,Overlaps with PROXIMITY from events, NORTH from directions, , INVISIBLE from item_flags, IN_COMBAT from schedules, STAND from npc_frames, NORTH_FRAMESET from frame_offsets, BG_BACKPACK from inv_slots_bg, SI_SHIELD_HAND from inv_slots_si, SI_OFF_HAND from inv_slots_si, STRENGTH from npc_properties, NEAREST from npc_attack_modes, CACHED_IN from egg_states, NEUTRAL from alignments, CLEAR_WEATHER from weather_types, NORMAL_DAMAGE from damage_types, FACE_AVATAR from face_names, FRAME_COLUMNA_YOUNG from face_frames, FRAME_GHOST_BALD from face_frames, FRAME_BATLIN_WITH_MEDALLION from face_frames, SPRITE_0 from sprites,
constants.uc,day_periods,EARLY,1,,Overlaps with DOUBLECLICK from events, NORTHEAST from directions, , ASLEEP from item_flags, PACE_HORIZONTAL from schedules, WALK_1 from npc_frames, BG_WEAPON_HAND from inv_slots_bg, SI_WEAPON_HAND from inv_slots_si, DEXTERITY from npc_properties, WEAKEST from npc_attack_modes, CURSOR_X from cursors, PARTY_NEAR from egg_states, GOOD from alignments, SNOWING from weather_types, FIRE_DAMAGE from damage_types, FACE_DUPRE from face_names, FRAME_COLUMNA_OLD from face_frames, FRAME_GHOST_HAIR from face_frames, FRAME_BATLIN_WITHOUT_MEDALLION from face_frames, ANIMATION_BIG_BLAST from sprite_effects, SPRITE_BIG_EXPLOSION from sprites,
constants.uc,day_periods,DAWN,2,,Overlaps with SCRIPTED from events, EAST from directions, , CHARMED from item_flags, PACE_VERTICAL from schedules, WALK_2 from npc_frames, BG_SHIELD_HAND from inv_slots_bg, BG_OFF_HAND from inv_slots_bg, SI_CLOAK from inv_slots_si, INTELLIGENCE from npc_properties, STRONGEST from npc_attack_modes, CURSOR_OUT_OF_RANGE from cursors, AVATAR_NEAR from egg_states, EVIL from alignments, RAIN from weather_types, MAGIC_DAMAGE from damage_types, FACE_SHAMINO from face_names, FRAME_FRIGIDAZZI_NAKED from face_frames, FRAME_GHOST_SMIRK from face_frames, ANIMATION_BIG_CLOUDS from sprite_effects, FRAME_IOLOS_LUTE from lute_frames, SPRITE_OVERHEAD_CLOUDS from sprites
constants.uc,day_periods,MORNING,3,,Overlaps with EGG from events, SOUTHEAST from directions, , CURSED from item_flags, TALK from schedules, USE from npc_frames, BG_BELT from inv_slots_bg, SI_AMULET from inv_slots_si, HEALTH from npc_properties, BERSERK from npc_attack_modes, CURSOR_OUT_OF_AMMO from cursors, AVATAR_FAR from egg_states, CHAOTIC from alignments, SPARKLE from weather_types, LIGHTNING_DAMAGE from damage_types, POISON_DAMAGE from damage_types, STARVATION_DAMAGE from damage_types, FREEZING_DAMAGE from damage_types, FACE_IOLO from face_names, ANIMATION_CLOUDS from sprite_effects, SPRITE_TRAP_CLOUDS3 from sprites,
constants.uc,day_periods,NOON,4,,Overlaps with WEAPON from events, SOUTH from directions, , DEAD from item_flags, DANCE from schedules, SWING_1 from npc_frames, BG_NECK from inv_slots_bg, SI_HEAD from inv_slots_si, COMBAT from npc_properties, PROTECT from npc_attack_modes, CURSOR_TOO_HEAVY from cursors, AVATAR_FOOTPAD from egg_states, FOG from weather_types, ETHEREAL_DAMAGE from damage_types, FACE_ANDRIO from face_names, ANIMATION_MEDIUM_BLAST from sprite_effects, FRAME_BATLINS_MEDALLION from amulet_frames, SPRITE_MEDIUM_EXPLOSION from sprites,,,,
constants.uc,day_periods,AFTERNOON,5,,Overlaps with READIED from events, SOUTHWEST from directions, , EAT from schedules, SWING_2 from npc_frames, BG_TORSO from inv_slots_bg, SI_GLOVES from inv_slots_si, MANA from npc_properties, DEFEND from npc_attack_modes, CURSOR_WONT_FIT from cursors, PARTY_FOOTPAD from egg_states, OVERCAST from weather_types, SONIC_DAMAGE from damage_types, ANIMATION_SMALL_BLAST from sprite_effects, FRAME_DIAMOND_NECKLACE from amulet_frames, SPRITE_SMALL_EXPLOSION from sprites,,,,,,
constants.uc,day_periods,EVENING,6,,Overlaps with UNREADIED from events, WEST from directions, , IN_PARTY from item_flags, FARM from schedules, SWING_3 from npc_frames, BG_LEFT_RING from inv_slots_bg, SI_USECODE from inv_slots_si, MAX_MANA from npc_properties, FLANK from npc_attack_modes, SOMETHING_ON from egg_states, CLOUDY from weather_types, ANIMATION_CLOUDS2 from sprite_effects, SPRITE_TRAP_CLOUDS6 from sprites,,,,,,,,
constants.uc,day_periods,NIGHT,7,,Overlaps with DEATH from events, BG_PATH_SUCCESS from events, NORTHWEST from directions, , PARALYZED from item_flags, PARALYSED from item_flags, TEND_SHOP from schedules, SWING_2H_1 from npc_frames, BG_RIGHT_RING from inv_slots_bg, SI_RIGHT_RING from inv_slots_si, TRAINING from npc_properties, FLEE from npc_attack_modes, EXTERNAL_CRITERIA from egg_states, ANIMATION_TELEPORT from sprite_effects, SPRITE_TELEPORT_HERE from sprites,,,,,,,
constants.uc,wildcards,SHAPE_ANY,-359,UI_find_nearest;UI_find_object;UI_get_npc_item;UI_get_container_items;UI_count_objects;UI_get_cont_items;UI_remove_party_items;UI_add_party_items;UI_create_new_object;UI_create_new_object2;UI_summon;UI_clone;UI_attack_object;UI_fire_projectile;UI_animate_object;UI_obj_sprite_effect;UI_add_spell;UI_has_spell;UI_remove_spell;UI_begin_casting_mode;UI_ready_spell;UI_select_spell;UI_display_map_exult;UI_book_mode;UI_scroll_mode;UI_play_music;UI_play_sfx;UI_start_speech;UI_show_npc_face;UI_remove_npc_face;UI_show_npc_face0;UI_show_npc_face1;UI_show_avatar_face0;UI_show_avatar_face1,Overlaps with  QUALITY_ANY from wildcards, FRAME_ANY from wildcards,,,,,,,,,,,,,,,,,,,,
constants.uc,wildcards,QUALITY_ANY,-359,UI_find_nearest;UI_find_object;UI_get_npc_item;UI_get_container_items;UI_count_objects;UI_get_cont_items;UI_remove_party_items;UI_add_party_items;UI_create_new_object;UI_create_new_object2;UI_summon;UI_clone;UI_attack_object;UI_fire_projectile;UI_animate_object;UI_obj_sprite_effect;UI_add_spell;UI_has_spell;UI_remove_spell;UI_begin_casting_mode;UI_ready_spell;UI_select_spell;UI_display_map_exult;UI_book_mode;UI_scroll_mode;UI_play_music;UI_play_sfx;UI_start_speech;UI_show_npc_face;UI_remove_npc_face;UI_show_npc_face0;UI_show_npc_face1;UI_show_avatar_face0;UI_show_avatar_face1,Overlaps with SHAPE_ANY from wildcards, , FRAME_ANY from wildcards,,,,,,,,,,,,,,,,,,,
constants.uc,wildcards,FRAME_ANY,-359,UI_find_nearest;UI_find_object;UI_get_npc_item;UI_get_container_items;UI_count_objects;UI_get_cont_items;UI_remove_party_items;UI_add_party_items;UI_create_new_object;UI_create_new_object2;UI_summon;UI_clone;UI_attack_object;UI_fire_projectile;UI_animate_object;UI_obj_sprite_effect;UI_add_spell;UI_has_spell;UI_remove_spell;UI_begin_casting_mode;UI_ready_spell;UI_select_spell;UI_display_map_exult;UI_book_mode;UI_scroll_mode;UI_play_music;UI_play_sfx;UI_start_speech;UI_show_npc_face;UI_remove_npc_face;UI_show_npc_face0;UI_show_npc_face1;UI_show_avatar_face0;UI_show_avatar_face1,Overlaps with SHAPE_ANY from wildcards, QUALITY_ANY from wildcards,,,,,,,,,,,,,,,,,,,,
constants.uc,times,MINUTE,25,UI_fade_palette;UI_delayed_execute_usecode_array;UI_play_sfx;UI_explosion_effect;UI_cause_light;UI_advance_time;UI_stop_time,Overlaps with  CONFUSED from item_flags, KID_GAMES from schedules, TAG from schedules,,,,,,,,,,,,,,,,,,,
constants.uc,times,HOUR,1500,UI_fade_palette;UI_delayed_execute_usecode_array;UI_play_sfx;UI_explosion_effect;UI_cause_light;UI_advance_time;UI_stop_time,,,,,,,,,,,,,,,,,,,,,,
constants.uc,times,DAY,36000,UI_fade_palette;UI_delayed_execute_usecode_array;UI_play_sfx;UI_explosion_effect;UI_cause_light;UI_advance_time;UI_stop_time,,,,,,,,,,,,,,,,,,,,,,
constants.uc,item_flags,INVISIBLE,0,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with PROXIMITY from events, NORTH from directions, MIDNIGHT from day_periods, , IN_COMBAT from schedules, STAND from npc_frames, NORTH_FRAMESET from frame_offsets, BG_BACKPACK from inv_slots_bg, SI_SHIELD_HAND from inv_slots_si, SI_OFF_HAND from inv_slots_si, STRENGTH from npc_properties, NEAREST from npc_attack_modes, CACHED_IN from egg_states, NEUTRAL from alignments, CLEAR_WEATHER from weather_types, NORMAL_DAMAGE from damage_types, FACE_AVATAR from face_names, FRAME_COLUMNA_YOUNG from face_frames, FRAME_GHOST_BALD from face_frames, FRAME_BATLIN_WITH_MEDALLION from face_frames, SPRITE_0 from sprites,
constants.uc,item_flags,ASLEEP,1,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with DOUBLECLICK from events, NORTHEAST from directions, EARLY from day_periods, , PACE_HORIZONTAL from schedules, WALK_1 from npc_frames, BG_WEAPON_HAND from inv_slots_bg, SI_WEAPON_HAND from inv_slots_si, DEXTERITY from npc_properties, WEAKEST from npc_attack_modes, CURSOR_X from cursors, PARTY_NEAR from egg_states, GOOD from alignments, SNOWING from weather_types, FIRE_DAMAGE from damage_types, FACE_DUPRE from face_names, FRAME_COLUMNA_OLD from face_frames, FRAME_GHOST_HAIR from face_frames, FRAME_BATLIN_WITHOUT_MEDALLION from face_frames, ANIMATION_BIG_BLAST from sprite_effects, SPRITE_BIG_EXPLOSION from sprites,
constants.uc,item_flags,CHARMED,2,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with SCRIPTED from events, EAST from directions, DAWN from day_periods, , PACE_VERTICAL from schedules, WALK_2 from npc_frames, BG_SHIELD_HAND from inv_slots_bg, BG_OFF_HAND from inv_slots_bg, SI_CLOAK from inv_slots_si, INTELLIGENCE from npc_properties, STRONGEST from npc_attack_modes, CURSOR_OUT_OF_RANGE from cursors, AVATAR_NEAR from egg_states, EVIL from alignments, RAIN from weather_types, MAGIC_DAMAGE from damage_types, FACE_SHAMINO from face_names, FRAME_FRIGIDAZZI_NAKED from face_frames, FRAME_GHOST_SMIRK from face_frames, ANIMATION_BIG_CLOUDS from sprite_effects, FRAME_IOLOS_LUTE from lute_frames, SPRITE_OVERHEAD_CLOUDS from sprites
constants.uc,item_flags,CURSED,3,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with EGG from events, SOUTHEAST from directions, MORNING from day_periods, , TALK from schedules, USE from npc_frames, BG_BELT from inv_slots_bg, SI_AMULET from inv_slots_si, HEALTH from npc_properties, BERSERK from npc_attack_modes, CURSOR_OUT_OF_AMMO from cursors, AVATAR_FAR from egg_states, CHAOTIC from alignments, SPARKLE from weather_types, LIGHTNING_DAMAGE from damage_types, POISON_DAMAGE from damage_types, STARVATION_DAMAGE from damage_types, FREEZING_DAMAGE from damage_types, FACE_IOLO from face_names, ANIMATION_CLOUDS from sprite_effects, SPRITE_TRAP_CLOUDS3 from sprites,
constants.uc,item_flags,DEAD,4,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with WEAPON from events, SOUTH from directions, NOON from day_periods, , DANCE from schedules, SWING_1 from npc_frames, BG_NECK from inv_slots_bg, SI_HEAD from inv_slots_si, COMBAT from npc_properties, PROTECT from npc_attack_modes, CURSOR_TOO_HEAVY from cursors, AVATAR_FOOTPAD from egg_states, FOG from weather_types, ETHEREAL_DAMAGE from damage_types, FACE_ANDRIO from face_names, ANIMATION_MEDIUM_BLAST from sprite_effects, FRAME_BATLINS_MEDALLION from amulet_frames, SPRITE_MEDIUM_EXPLOSION from sprites,,,,
constants.uc,item_flags,IN_PARTY,6,UI_get_item_flag;UI_set_item_flag;UI_clear_item_flag;UI_get_flag;UI_set_flag;UI_clear_flag,Overlaps with UNREADIED from events, WEST from directions, EVENING from day_periods, , FARM from schedules, SWING_3 from npc_frames, BG_LEFT_RING from inv_slots_bg, SI_USECODE from inv_slots_si, MAX_MANA from npc_properties, FLANK from npc_attack_modes, SOMETHING_ON from egg_states, CLOUDY from weather_types, ANIMATION_CLOUDS2 from sprite_effects, SPRITE_TRAP_CLOUDS6 from sprites,,,,,,,,
